team1,team2,matches,wins,losses,win_pct
Colts Cricket Club,Nondescripts Cricket Club,3,0,3,0.0
Colts Cricket Club,Police Sports Club,3,3,0,100.0
Colts Cricket Club,Ragama Cricket Club,1,0,1,0.0
Colts Cricket Club,Sebastianites Cricket and Athletic Club,1,1,0,100.0
Colts Cricket Club,Sinhalese Sports Club,1,0,1,0.0
Colts Cricket Club,Sri Lanka Army,2,1,1,50.0
Colts Cricket Club,Tamil Union Cricket and Athletic Club,3,2,1,66.7
Colts Cricket Club,Unichela Sports Club,1,1,0,100.0
Comilla Victorians,Barisal Bulls,1,1,0,100.0
Comilla Victorians,Chattogram Challengers,4,3,1,75.0
Comilla Victorians,Dhaka Dominators,2,2,0,100.0
Comilla Victorians,Durdanto Dhaka,1,0,1,0.0
Comilla Victorians,Fortune Barishal,6,2,4,33.3
Comilla Victorians,Khulna Tigers,6,5,1,83.3
Comilla Victorians,Minister Group Dhaka,9,5,4,55.6
Comilla Victorians,Rajshahi Royals,4,3,1,75.0
Comilla Victorians,Rangpur Rangers,6,3,3,50.0
Comilla Victorians,Rangpur Riders,1,1,0,100.0
Comilla Victorians,Sylhet Strikers,2,1,1,50.0
Comilla Victorians,Sylhet Sunrisers,3,3,0,100.0
Cook Islands,Japan,1,0,1,0.0
Cook Islands,Thailand,1,0,1,0.0
Costa Rica,Mexico,1,1,0,100.0
Costa Rica,Panama,1,0,1,0.0
Costa Rica,Turks and Caicos Island,1,0,1,0.0
Croatia,Belgium,1,1,0,100.0
Croatia,Bulgaria,1,0,1,0.0
Croatia,Cyprus,2,0,2,0.0
Croatia,Finland,1,0,1,0.0
Croatia,Germany,1,0,1,0.0
Croatia,Hungary,2,0,2,0.0
Croatia,Italy,1,0,1,0.0
Croatia,Serbia,3,1,2,33.3
Croatia,Spain,6,0,6,0.0
Croatia,Sweden,1,0,1,0.0
Croatia,Switzerland,1,0,1,0.0
Croatia,Turkey,1,0,1,0.0
Cumilla Warriors,Khulna Tigers,2,0,2,0.0
Cumilla Warriors,Minister Group Dhaka,1,0,1,0.0
Cumilla Warriors,Rajshahi Royals,2,0,2,0.0
Cumilla Warriors,Rangpur Rangers,2,2,0,100.0
Cyprus,Bulgaria,1,1,0,100.0
Cyprus,Croatia,2,2,0,100.0
Cyprus,Czech Republic,1,0,1,0.0
Cyprus,Estonia,7,5,2,71.4
Cyprus,Finland,1,0,1,0.0
Cyprus,Isle of Man,3,0,3,0.0
Cyprus,Malta,1,1,0,100.0
Cyprus,Romania,1,1,0,100.0
Cyprus,Serbia,2,2,0,100.0
Cyprus,Turkey,1,1,0,100.0
Czech Republic,Austria,5,1,4,20.0
Czech Republic,Belgium,2,0,2,0.0
Czech Republic,Bulgaria,3,3,0,100.0
Czech Republic,Estonia,2,1,1,50.0
Czech Republic,France,1,0,1,0.0
Czech Republic,Gibraltar,1,1,0,100.0
Czech Republic,Greece,1,1,0,100.0
Czech Republic,Hungary,5,3,2,60.0
Czech Republic,Luxembourg,4,3,1,75.0
Czech Republic,Norway,1,0,1,0.0
Czech Republic,Romania,1,1,0,100.0
Dambulla,Colombo,1,0,1,0.0
Dambulla,Kandy,2,2,0,100.0
Dambulla Aura,B-Love Kandy,3,1,2,33.3
Dambulla Aura,Colombo Stars,1,0,1,0.0
Dambulla Aura,Colombo Strikers,2,2,0,100.0
Dambulla Aura,Galle Gladiators,1,1,0,100.0
Dambulla Aura,Jaffna Kings,2,1,1,50.0
Dambulla Giants,Colombo Stars,2,0,2,0.0
Dambulla Giants,Galle Gladiators,2,0,2,0.0
Dambulla Giants,Jaffna Kings,3,0,3,0.0
Dambulla Giants,Kandy Warriors,2,0,2,0.0
Dambulla Thunders,Colombo Strikers,1,0,1,0.0
Dambulla Thunders,Galle Marvels,1,0,1,0.0
Dambulla Thunders,Jaffna Kings,1,0,1,0.0
Dambulla Thunders,Kandy Falcons,1,0,1,0.0
Delhi,Haryana,1,0,1,0.0
Delhi,Madhya Pradesh,1,0,1,0.0
Delhi,Punjab,2,1,1,50.0
Delhi,Rajasthan,1,1,0,100.0
Delhi,Tamil Nadu,1,1,0,100.0
Delhi,Uttar Pradesh,2,1,1,50.0
Delhi Capitals,Chennai Super Kings,6,3,3,50.0
Delhi Capitals,Gujarat Lions,2,0,2,0.0
Delhi Capitals,Gujarat Titans,5,2,3,40.0
Delhi Capitals,Kolkata Knight Riders,16,5,11,31.2
Delhi Capitals,Lucknow Super Giants,3,1,2,33.3
Delhi Capitals,Mumbai Indians,12,4,8,33.3
Delhi Capitals,Punjab Kings,11,3,8,27.3
Delhi Capitals,Rajasthan Royals,10,4,6,40.0
Delhi Capitals,Rising Pune Supergiant,2,0,2,0.0
Delhi Capitals,Royal Challengers Bangalore,11,4,7,36.4
Delhi Capitals,Royal Challengers Bengaluru,1,0,1,0.0
Delhi Capitals,Sunrisers Hyderabad,9,2,7,22.2
Denmark,Cyprus,1,1,0,100.0
Denmark,Czech Republic,1,1,0,100.0
Denmark,Finland,2,2,0,100.0
Denmark,Germany,4,0,4,0.0
Denmark,Greece,1,1,0,100.0
Denmark,Guernsey,2,0,2,0.0
Denmark,Ireland,1,0,1,0.0
Denmark,Italy,2,0,2,0.0
Denmark,Jersey,4,0,4,0.0
Denmark,Norway,2,1,1,50.0
Denmark,Sweden,2,1,1,50.0
Derbyshire,Durham,6,2,4,33.3
Derbyshire,Essex,1,0,1,0.0
Derbyshire,Gloucestershire,1,1,0,100.0
Derbyshire,India,1,0,1,0.0
Derbyshire,Lancashire,12,3,9,25.0
Derbyshire,Leicestershire,9,5,4,55.6
Derbyshire,Northamptonshire,12,5,7,41.7
Derbyshire,Nottinghamshire,18,3,15,16.7
Derbyshire,Somerset,1,0,1,0.0
Derbyshire,Warwickshire,9,4,5,44.4
Derbyshire,Worcestershire,6,4,2,66.7
Derbyshire,Yorkshire,18,10,8,55.6
Desert Vipers,Abu Dhabi Knight Riders,3,1,2,33.3
Desert Vipers,Dubai Capitals,5,0,5,0.0
Desert Vipers,MI Emirates,1,0,1,0.0
Dhaka Capital,Chittagong Kings,1,0,1,0.0
Dhaka Capital,Durbar Rajshahi,1,0,1,0.0
Dhaka Capital,Fortune Barishal,2,0,2,0.0
Dhaka Capital,Khulna Tigers,1,0,1,0.0
Dhaka Capital,Rangpur Riders,1,0,1,0.0
Dhaka Capital,Sylhet Strikers,2,1,1,50.0
Dhaka Division,Chittagong,1,0,1,0.0
Dhaka Division,Rajshahi Division,1,1,0,100.0
Dhaka Division,Rangpur Division,2,1,1,50.0
Dhaka Dominators,Chattogram Challengers,1,0,1,0.0
Dhaka Dominators,Khulna Tigers,1,1,0,100.0
Dhaka Dominators,Rangpur Riders,2,0,2,0.0
Dhaka Dominators,Sylhet Strikers,1,0,1,0.0
Dhaka Metropolis,Barishal Division,1,1,0,100.0
Dhaka Metropolis,Chittagong,1,0,1,0.0
Dhaka Metropolis,Rangpur Division,1,0,1,0.0
Dhaka Metropolis,Sylhet Division,1,1,0,100.0
Dolphins,Boland,2,1,1,50.0
Dolphins,Cape Cobras,1,0,1,0.0
Dolphins,Knights,3,2,1,66.7
Dolphins,Lions,5,2,3,40.0
Dolphins,North West,1,1,0,100.0
Dolphins,Titans,12,5,7,41.7
Dolphins,Warriors,7,4,3,57.1
Dubai Capitals,Abu Dhabi Knight Riders,4,3,1,75.0
Dubai Capitals,Central Districts,1,1,0,100.0
Dubai Capitals,Desert Vipers,2,0,2,0.0
Dubai Capitals,Gulf Giants,3,0,3,0.0
Dubai Capitals,Hobart Hurricanes,1,0,1,0.0
Dubai Capitals,MI Emirates,2,2,0,100.0
Dubai Capitals,Sharjah Warriors,2,0,2,0.0
Dubai Capitals,Sharjah Warriorz,2,0,2,0.0
Durban Heat,Jozi Stars,2,0,2,0.0
Durban Heat,Paarl Rocks,1,0,1,0.0
Durban Heat,Tshwane Spartans,1,0,1,0.0
Durban's Super Giants,Joburg Super Kings,5,3,2,60.0
Durban's Super Giants,MI Cape Town,2,1,1,50.0
Durban's Super Giants,Paarl Royals,5,3,2,60.0
Durban's Super Giants,Pretoria Capitals,4,3,1,75.0
Durban's Super Giants,Sunrisers Eastern Cape,3,1,2,33.3
Durbar Rajshahi,Fortune Barishal,2,0,2,0.0
Durbar Rajshahi,Khulna Tigers,1,1,0,100.0
Durbar Rajshahi,Rangpur Riders,2,2,0,100.0
Durbar Rajshahi,Sylhet Strikers,1,1,0,100.0
Durdanto Dhaka,Chattogram Challengers,1,0,1,0.0
Durdanto Dhaka,Comilla Victorians,1,0,1,0.0
Durdanto Dhaka,Khulna Tigers,2,0,2,0.0
Durdanto Dhaka,Sylhet Strikers,1,0,1,0.0
Durham,Derbyshire,4,2,2,50.0
Durham,Gloucestershire,1,1,0,100.0
Durham,Lancashire,15,5,10,33.3
Durham,Leicestershire,9,4,5,44.4
Durham,Mashonaland Eagles,2,2,0,100.0
Durham,Mid West Rhinos,1,1,0,100.0
Durham,Northamptonshire,9,5,4,55.6
Durham,Nottinghamshire,15,6,9,40.0
Durham,Southern Rocks,1,1,0,100.0
Durham,Surrey,1,0,1,0.0
Durham,Sussex,1,0,1,0.0
Durham,Warwickshire,12,5,7,41.7
Durham,Worcestershire,8,2,6,25.0
Durham,Yorkshire,14,8,6,57.1
Eastern Province,Boland,1,1,0,100.0
Eastern Province,Gauteng,1,1,0,100.0
Eastern Province,KwaZulu-Natal,1,0,1,0.0
Eastern Province,KwaZulu-Natal Inland,2,0,2,0.0
Eastern Province,Northerns,1,0,1,0.0
Eastern Province,Zimbabwe,1,1,0,100.0
Easterns,Border,2,1,1,50.0
Easterns,Dolphins,1,0,1,0.0
Easterns,Free State,1,1,0,100.0
Easterns,KwaZulu-Natal,2,1,1,50.0
Easterns,KwaZulu-Natal Inland,2,2,0,100.0
Easterns,North West,2,0,2,0.0
Easterns,Northerns,3,1,2,33.3
Easterns,South Western Districts,1,0,1,0.0
Easterns,Western Province,2,2,0,100.0
England,Australia,8,6,2,75.0
England,Bangladesh,2,0,2,0.0
England,India,3,1,2,33.3
England,Namibia,1,1,0,100.0
England,New Zealand,9,5,4,55.6
England,Pakistan,3,2,1,66.7
England,South Africa,2,1,1,50.0
England,Sri Lanka,4,4,0,100.0
England,West Indies,7,3,4,42.9
Essex,Glamorgan,5,1,4,20.0
Essex,Gloucestershire,5,1,4,20.0
Essex,Hampshire,5,0,5,0.0
Essex,Kent,4,1,3,25.0
Essex,Lancashire,1,1,0,100.0
Essex,Middlesex,9,5,4,55.6
Essex,Somerset,5,0,5,0.0
Essex,Surrey,1,1,0,100.0
Essex,Sussex,5,3,2,60.0
Estonia,Cyprus,3,2,1,66.7
Estonia,Finland,1,0,1,0.0
Estonia,France,1,0,1,0.0
Estonia,Gibraltar,1,0,1,0.0
Estonia,Guernsey,1,0,1,0.0
Estonia,Isle of Man,2,0,2,0.0
Estonia,Norway,1,0,1,0.0
Eswatini,Mozambique,6,3,3,50.0
Eswatini,Nigeria,1,0,1,0.0
Eswatini,St Helena,1,1,0,100.0
Faisalabad,Karachi Whites,1,0,1,0.0
Faisalabad,Lahore Whites,2,0,2,0.0
Faisalabad,Rawalpindi,1,1,0,100.0
Federal Areas,Faisalabad,1,0,1,0.0
Federal Areas,Islamabad,1,0,1,0.0
Federal Areas,Karachi Whites,2,0,2,0.0
Federal Areas,Lahore Blues,3,0,3,0.0
Federal Areas,Lahore Whites,1,0,1,0.0
Federal Areas,Peshawar,2,0,2,0.0
Federal Areas,Rawalpindi,2,0,2,0.0
Fiji,Cook Islands,4,3,1,75.0
Fiji,Vanuatu,2,0,2,0.0
Finland,Bulgaria,1,1,0,100.0
Finland,Denmark,4,1,3,25.0
Finland,Estonia,2,0,2,0.0
Finland,Guernsey,1,1,0,100.0
Finland,Italy,1,0,1,0.0
Finland,Norway,5,2,3,40.0
Finland,Sweden,1,1,0,100.0
Fortune Barishal,Chattogram Challengers,1,1,0,100.0
Fortune Barishal,Comilla Victorians,3,1,2,33.3
Fortune Barishal,Dhaka Dominators,2,1,1,50.0
Fortune Barishal,Durdanto Dhaka,2,2,0,100.0
Fortune Barishal,Gemcon Khulna,2,0,2,0.0
Fortune Barishal,Khulna Tigers,5,4,1,80.0
Fortune Barishal,Minister Group Dhaka,1,0,1,0.0
Fortune Barishal,Rangpur Riders,5,1,4,20.0
Fortune Barishal,Sylhet Strikers,3,2,1,66.7
France,Austria,2,0,2,0.0
France,Belgium,1,0,1,0.0
France,Germany,2,0,2,0.0
France,Guernsey,1,0,1,0.0
France,Isle of Man,1,1,0,100.0
France,Italy,1,0,1,0.0
France,Luxembourg,3,2,1,66.7
France,Malta,6,4,2,66.7
France,Norway,3,2,1,66.7
France,Romania,1,1,0,100.0
France,Switzerland,1,0,1,0.0
France,Turkey,1,1,0,100.0
Free State,Border,1,0,1,0.0
Free State,Gauteng,2,1,1,50.0
Free State,Kenya,1,0,1,0.0
Free State,KwaZulu-Natal,3,1,2,33.3
Free State,KwaZulu-Natal Inland,2,0,2,0.0
Free State,North West,1,1,0,100.0
Free State,Northerns,2,0,2,0.0
Free State,South Western Districts,3,3,0,100.0
Free State,Western Province,1,0,1,0.0
Free State,Zimbabwe,1,1,0,100.0
Free State,Zimbabwe Select XI,1,0,1,0.0
Galle,Dambulla,2,1,1,50.0
Galle,Kandy,2,1,1,50.0
Galle Cricket Club,Ace Capital Cricket Club,1,0,1,0.0
Galle Cricket Club,Badureliya Sports Club,3,1,2,33.3
Galle Cricket Club,Bloomfield Cricket and Athletic Club,2,0,2,0.0
Galle Cricket Club,Burgher Recreation Club,1,1,0,100.0
Galle Cricket Club,Colombo Cricket Club,1,0,1,0.0
Galle Cricket Club,Colts Cricket Club,2,0,2,0.0
Galle Cricket Club,Kalutara Town Club,1,0,1,0.0
Galle Cricket Club,Kandy Customs Cricket Club,1,1,0,100.0
Galle Cricket Club,Kurunegala Youth Cricket Club,1,1,0,100.0
Galle Cricket Club,Lankan Cricket Club,2,2,0,100.0
Galle Cricket Club,Moors Sports Club,2,0,2,0.0
Galle Cricket Club,Negombo Cricket Club,1,0,1,0.0
Galle Cricket Club,Nugegoda Sports Welfare Club,1,1,0,100.0
Galle Cricket Club,Panadura Sports Club,1,1,0,100.0
Galle Cricket Club,Saracens Sports Club,1,0,1,0.0
Galle Cricket Club,Sinhalese Sports Club,1,0,1,0.0
Galle Cricket Club,Sri Lanka Air Force Sports Club,1,0,1,0.0
Galle Cricket Club,Sri Lanka Army,1,0,1,0.0
Galle Cricket Club,Sri Lanka Navy Sports Club,1,1,0,100.0
Galle Cricket Club,Tamil Union Cricket and Athletic Club,2,0,2,0.0
Galle Cricket Club,Unichela Sports Club,1,1,0,100.0
Galle Gladiators,Colombo Stars,3,1,2,33.3
Galle Gladiators,Dambulla Aura,1,0,1,0.0
Galle Gladiators,Kandy Falcons,2,1,1,50.0
Galle Gladiators,Kandy Warriors,1,0,1,0.0
Galle Guardians,Colombo Commandos,2,0,2,0.0
Galle Guardians,Hambantota Troopers,1,0,1,0.0
Galle Guardians,Kurunegala Warriors,2,2,0,100.0
Galle Marvels,Colombo Strikers,2,1,1,50.0
Galle Marvels,Dambulla Thunders,1,0,1,0.0
Galle Marvels,Jaffna Kings,2,0,2,0.0
Galle Titans,B-Love Kandy,1,1,0,100.0
Galle Titans,Colombo Strikers,1,0,1,0.0
Galle Titans,Dambulla Aura,3,0,3,0.0
Galle Titans,Jaffna Kings,1,0,1,0.0
Gambia,Cameroon,1,1,0,100.0
Gambia,Eswatini,1,0,1,0.0
Gambia,Mozambique,1,0,1,0.0
Gambia,Nigeria,1,0,1,0.0
Gambia,Sierra Leone,1,0,1,0.0
Gambia,Tanzania,1,0,1,0.0
Gauteng,Boland,1,1,0,100.0
Gauteng,Eastern Province,1,0,1,0.0
Gauteng,Easterns,1,1,0,100.0
Gauteng,Free State,1,0,1,0.0
Gauteng,KwaZulu-Natal,2,1,1,50.0
Gauteng,Northerns,1,0,1,0.0
Gauteng,South Western Districts,2,0,2,0.0
Gauteng,Western Province,1,0,1,0.0
Gauteng,Zimbabwe Select XI,1,1,0,100.0
Gazi Group Chattogram,Fortune Barishal,2,2,0,100.0
Gazi Group Chattogram,Gemcon Khulna,3,2,1,66.7
Gazi Group Cricketers,Abahani Limited,2,0,2,0.0
Gazi Group Cricketers,Khelaghar Samaj Kallyan Samity,1,1,0,100.0
Gazi Group Cricketers,Legends of Rupganj,1,1,0,100.0
Gazi Group Cricketers,Mohammedan Sporting Club,1,1,0,100.0
Gazi Group Cricketers,Prime Bank Cricket Club,2,0,2,0.0
Gazi Group Cricketers,Prime Doleshwar Sporting Club,1,0,1,0.0
Gazi Group Cricketers,Sheikh Jamal Dhanmondi Club,2,2,0,100.0
Gemcon Khulna,Gazi Group Chattogram,1,1,0,100.0
Germany,Belgium,1,1,0,100.0
Germany,Gibraltar,1,1,0,100.0
Germany,Guernsey,1,0,1,0.0
Germany,Ireland,1,0,1,0.0
Germany,Italy,3,1,2,33.3
Germany,Malawi,1,1,0,100.0
Germany,Spain,1,1,0,100.0
Germany,Sweden,1,1,0,100.0
Germany,Tanzania,1,0,1,0.0
Germany,United Arab Emirates,1,0,1,0.0
Ghana,Cameroon,1,1,0,100.0
Ghana,Eswatini,1,1,0,100.0
Ghana,Gambia,1,1,0,100.0
Ghana,Kenya,2,0,2,0.0
Ghana,Lesotho,1,1,0,100.0
Ghana,Mozambique,1,0,1,0.0
Ghana,Namibia,1,0,1,0.0
Ghana,Nigeria,3,0,3,0.0
Ghana,Rwanda,2,1,1,50.0
Ghana,Sierra Leone,3,1,2,33.3
Ghana,Tanzania,2,0,2,0.0
Ghana,Uganda,3,0,3,0.0
Gibraltar,Bulgaria,6,2,4,33.3
Gibraltar,Denmark,1,0,1,0.0
Gibraltar,Estonia,1,0,1,0.0
Gibraltar,Hungary,2,1,1,50.0
Gibraltar,Luxembourg,1,1,0,100.0
Gibraltar,Malta,2,2,0,100.0
Gibraltar,Portugal,5,0,5,0.0
Gibraltar,Spain,2,0,2,0.0
Gibraltar,Sweden,1,0,1,0.0
Glamorgan,Essex,13,5,8,38.5
Glamorgan,Gloucestershire,9,4,5,44.4
Glamorgan,Hampshire,3,1,2,33.3
Glamorgan,Kent,5,5,0,100.0
Glamorgan,Leicestershire,1,1,0,100.0
Glamorgan,Middlesex,12,8,4,66.7
Glamorgan,Somerset,16,6,10,37.5
Glamorgan,Surrey,4,1,3,25.0
Glamorgan,Sussex,13,5,8,38.5
Glamorgan,Yorkshire,1,0,1,0.0
Gloucestershire,Essex,5,2,3,40.0
Gloucestershire,Glamorgan,12,7,5,58.3
Gloucestershire,Hampshire,7,1,6,14.3
Gloucestershire,Kent,10,6,4,60.0
Gloucestershire,Middlesex,11,9,2,81.8
Gloucestershire,Somerset,11,4,7,36.4
Gloucestershire,Surrey,1,0,1,0.0
Gloucestershire,Sussex,11,3,8,27.3
Gloucestershire,Warwickshire,1,1,0,100.0
Goa,Delhi,1,0,1,0.0
Goa,Hyderabad (India),1,0,1,0.0
Goa,Madhya Pradesh,1,0,1,0.0
Goa,Maharashtra,1,0,1,0.0
Goa,Punjab,1,0,1,0.0
Goa,Rajasthan,1,1,0,100.0
Goa,Saurashtra,1,0,1,0.0
Goa,Tamil Nadu,1,1,0,100.0
Greece,Croatia,1,0,1,0.0
Greece,Cyprus,1,0,1,0.0
Greece,Finland,1,0,1,0.0
Greece,Italy,1,0,1,0.0
Greece,Spain,1,0,1,0.0
Greece,Sweden,1,0,1,0.0
Guernsey,Denmark,1,1,0,100.0
Guernsey,Germany,3,1,2,33.3
Guernsey,Italy,2,0,2,0.0
Guernsey,Jersey,3,0,3,0.0
Guernsey,Norway,1,1,0,100.0
Guernsey,Papua New Guinea,1,0,1,0.0
Guernsey,Spain,2,1,1,50.0
Guernsey,Switzerland,1,0,1,0.0
Gujarat,Goa,1,1,0,100.0
Gujarat,Saurashtra,1,0,1,0.0
Gujarat,Uttar Pradesh,1,0,1,0.0
Gujarat Lions,Delhi Capitals,2,0,2,0.0
Gujarat Lions,Kolkata Knight Riders,3,2,1,66.7
Gujarat Lions,Mumbai Indians,3,1,2,33.3
Gujarat Lions,Punjab Kings,2,1,1,50.0
Gujarat Lions,Rising Pune Supergiant,1,1,0,100.0
Gujarat Lions,Royal Challengers Bangalore,3,1,2,33.3
Gujarat Lions,Sunrisers Hyderabad,4,0,4,0.0
Gujarat Titans,Chennai Super Kings,4,3,1,75.0
Gujarat Titans,Delhi Capitals,2,1,1,50.0
Gujarat Titans,Kolkata Knight Riders,3,2,1,66.7
Gujarat Titans,Lucknow Super Giants,3,2,1,66.7
Gujarat Titans,Mumbai Indians,4,4,0,100.0
Gujarat Titans,Punjab Kings,1,0,1,0.0
Gujarat Titans,Rajasthan Royals,4,2,2,50.0
Gujarat Titans,Royal Challengers Bangalore,1,0,1,0.0
Gujarat Titans,Royal Challengers Bengaluru,2,0,2,0.0
Gujarat Titans,Sunrisers Hyderabad,4,3,1,75.0
Gulf Giants,Abu Dhabi Knight Riders,2,1,1,50.0
Gulf Giants,Desert Vipers,6,0,6,0.0
Gulf Giants,Dubai Capitals,3,1,2,33.3
Gulf Giants,MI Emirates,2,1,1,50.0
Gulf Giants,Sharjah Warriors,2,2,0,100.0
Gulf Giants,Sharjah Warriorz,1,0,1,0.0
Guyana Amazon Warriors,Antigua and Barbuda Falcons,3,2,1,66.7
Guyana Amazon Warriors,Barbados Royals,5,4,1,80.0
Guyana Amazon Warriors,Central Districts,1,1,0,100.0
Guyana Amazon Warriors,Dubai Capitals,1,1,0,100.0
Guyana Amazon Warriors,Jamaica Tallawahs,15,10,5,66.7
Guyana Amazon Warriors,Rangpur Riders,1,1,0,100.0
Guyana Amazon Warriors,St Kitts and Nevis Patriots,7,4,3,57.1
Guyana Amazon Warriors,St Lucia Kings,8,5,3,62.5
Guyana Amazon Warriors,Trinbago Knight Riders,8,1,7,12.5
Guyana Amazon Warriors,Victoria,1,0,1,0.0
Hampshire,Derbyshire,1,1,0,100.0
Hampshire,Durham,1,1,0,100.0
Hampshire,Essex,18,6,12,33.3
Hampshire,Glamorgan,11,7,4,63.6
Hampshire,Gloucestershire,6,3,3,50.0
Hampshire,Guyana Amazon Warriors,1,0,1,0.0
Hampshire,Kent,14,3,11,21.4
Hampshire,Lancashire,1,0,1,0.0
Hampshire,Middlesex,14,8,6,57.1
Hampshire,Nottinghamshire,1,0,1,0.0
Hampshire,Rangpur Riders,1,0,1,0.0
Hampshire,Somerset,20,6,14,30.0
Hampshire,Surrey,7,0,7,0.0
Hampshire,Sussex,10,5,5,50.0
Hampshire,Warwickshire,1,1,0,100.0
Hampshire,Worcestershire,1,1,0,100.0
Haryana,Chhattisgarh,1,0,1,0.0
Haryana,Hyderabad (India),1,1,0,100.0
Haryana,Mizoram,1,1,0,100.0
Haryana,Mumbai,2,0,2,0.0
Himachal Pradesh,Haryana,1,0,1,0.0
Himachal Pradesh,Jharkhand,1,1,0,100.0
Himachal Pradesh,Mumbai,1,0,1,0.0
Himachal Pradesh,Punjab,1,1,0,100.0
Himachal Pradesh,Rajasthan,1,0,1,0.0
Himachal Pradesh,Saurashtra,1,1,0,100.0
Himachal Pradesh,Tamil Nadu,1,0,1,0.0
Hindukush Stars,Band-e-Amir Dragons,1,0,1,0.0
Hindukush Stars,Kabul Eagles,1,0,1,0.0
Hindukush Stars,Mis Ainak Knights,1,0,1,0.0
Hindukush Stars,Speen Ghar Tigers,1,0,1,0.0
Hindukush Strikers,Pamir Legends,2,2,0,100.0
Hobart Hurricanes,Adelaide Strikers,5,1,4,20.0
Hobart Hurricanes,Brisbane Heat,3,2,1,66.7
Hobart Hurricanes,Guyana Amazon Warriors,1,0,1,0.0
Hobart Hurricanes,Melbourne Renegades,6,3,3,50.0
Hobart Hurricanes,Melbourne Stars,8,2,6,25.0
Hobart Hurricanes,Perth Scorchers,14,5,9,35.7
Hobart Hurricanes,Sydney Sixers,6,4,2,66.7
Hobart Hurricanes,Sydney Thunder,9,5,4,55.6
Hong Kong,Afghanistan,4,2,2,50.0
Hong Kong,Bahrain,4,1,3,25.0
Hong Kong,Bangladesh,1,0,1,0.0
Hong Kong,Bangladesh A,2,0,2,0.0
Hong Kong,Canada,1,1,0,100.0
Hong Kong,China,1,1,0,100.0
Hong Kong,India,1,0,1,0.0
Hong Kong,Ireland,4,2,2,50.0
Hong Kong,Japan,2,2,0,100.0
Hong Kong,Jersey,1,0,1,0.0
Hong Kong,Kuwait,8,3,5,37.5
Hong Kong,Malaysia,7,3,4,42.9
Hong Kong,Namibia,2,2,0,100.0
Hong Kong,Nepal,7,3,4,42.9
Hong Kong,Netherlands,3,1,2,33.3
Hong Kong,Nigeria,1,1,0,100.0
Hong Kong,Oman,8,1,7,12.5
Hong Kong,Pakistan,1,0,1,0.0
Hong Kong,Papua New Guinea,2,0,2,0.0
Hong Kong,Qatar,6,5,1,83.3
Hong Kong,Samoa,1,1,0,100.0
Hong Kong,Scotland,5,1,4,20.0
Hong Kong,Singapore,3,3,0,100.0
Hong Kong,Sri Lanka,1,0,1,0.0
Hong Kong,Sri Lanka A,1,0,1,0.0
Hong Kong,Uganda,2,0,2,0.0
Hong Kong,United Arab Emirates,4,1,3,25.0
Hong Kong,Zimbabwe,1,0,1,0.0
Hungary,Austria,3,0,3,0.0
Hungary,Bulgaria,1,1,0,100.0
Hungary,Croatia,1,1,0,100.0
Hungary,Czech Republic,1,0,1,0.0
Hungary,Denmark,1,0,1,0.0
Hungary,France,1,1,0,100.0
Hungary,Luxembourg,3,2,1,66.7
Hungary,Romania,3,0,3,0.0
Hungary,Serbia,3,1,2,33.3
Hungary,Slovenia,2,2,0,100.0
Hyderabad (India),Assam,1,0,1,0.0
Hyderabad (India),Bengal,1,0,1,0.0
Hyderabad (India),Jharkhand,1,0,1,0.0
Hyderabad (India),Puducherry,1,1,0,100.0
Hyderabad (India),Punjab,1,0,1,0.0
Hyderabad Region,Bahawalpur Region,1,0,1,0.0
Hyderabad Region,Rawalpindi Region,1,1,0,100.0
India,Afghanistan,3,2,1,66.7
India,Australia,25,15,10,60.0
India,Bangladesh,8,8,0,100.0
India,England,18,12,6,66.7
India,Ireland,1,1,0,100.0
India,Namibia,1,1,0,100.0
India,Netherlands,1,1,0,100.0
India,New Zealand,15,8,7,53.3
India,Oman,1,1,0,100.0
India,Pakistan,3,3,0,100.0
India,South Africa,16,9,7,56.2
India,Sri Lanka,13,10,3,76.9
India,West Indies,5,0,5,0.0
India,Zimbabwe,4,4,0,100.0
India A,Pakistan A,2,1,1,50.0
India A,United Arab Emirates,1,1,0,100.0
Indonesia,Bahrain,3,0,3,0.0
Indonesia,Bhutan,2,1,1,50.0
Indonesia,Cambodia,9,1,8,11.1
Indonesia,Japan,1,0,1,0.0
Indonesia,Malaysia,1,0,1,0.0
Indonesia,Maldives,1,0,1,0.0
Indonesia,Myanmar,2,2,0,100.0
Indonesia,Philippines,7,3,4,42.9
Indonesia,Singapore,1,0,1,0.0
Indonesia,South Korea,4,3,1,75.0
Indonesia,Thailand,4,1,3,25.0
Iran,Kuwait,1,0,1,0.0
Iran,United Arab Emirates,1,0,1,0.0
Ireland,Afghanistan,19,4,15,21.1
Ireland,Austria,1,1,0,100.0
Ireland,Bangladesh,3,1,2,33.3
Ireland,England,3,1,2,33.3
Ireland,India,6,0,6,0.0
Ireland,Italy,1,1,0,100.0
Ireland,Namibia,1,0,1,0.0
Ireland,Nepal,2,2,0,100.0
Ireland,Netherlands,11,5,6,45.5
Ireland,New Zealand,3,0,3,0.0
Ireland,Pakistan,3,0,3,0.0
Ireland,Scotland,5,2,3,40.0
Ireland,South Africa,7,1,6,14.3
Ireland,Sri Lanka,1,0,1,0.0
Ireland,United Arab Emirates,8,3,5,37.5
